Filename	Category Code	Column Number	Data Label	Data Label Source	Controlled Vocab Code	Ignored Column
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	86	Nte Her2 Signal Number			nte_her2_signal_number
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	87	Nte Cent 17 Signal Number			nte_cent_17_signal_number
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	88	Her2 Cent17 Counted Cells Count			her2_cent17_counted_cells_count
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	89	Nte Cent 17 Her2 Ratio			nte_cent_17_her2_ratio
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	90	Nte Cent17 Her2 Other Scale			nte_cent17_her2_other_scale
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	91	Nte Her2 Fish Define Method			nte_her2_fish_define_method
tcga-breast-BH.txt	Disease Phenotype+Cancer Phenotype+Breast Cancer Phenotype	92	Laterality			anatomic_neoplasm_subdivision
tcga-breast-BH.txt	OMIT	93	OMIT			clinical_M
tcga-breast-BH.txt	OMIT	94	OMIT			clinical_N
tcga-breast-BH.txt	OMIT	95	OMIT			clinical_T
tcga-breast-BH.txt	OMIT	96	OMIT			clinical_stage
tcga-breast-BH.txt	Outcome	97	Days To First Complete Response			days_to_first_complete_response
tcga-breast-BH.txt	Outcome	98	Days To First Partial Response			days_to_first_partial_response
tcga-breast-BH.txt	Outcome	99	Days To First Response			days_to_first_response
tcga-breast-BH.txt	Episode+Diagnostic Episode	100	Days To Initial Pathologic Diagnosis			days_to_initial_pathologic_diagnosis
tcga-breast-BH.txt	Outcome	101	Days To Patient Progression Free			days_to_patient_progression_free
tcga-breast-BH.txt	Outcome	102	Days To Tumor Progression			days_to_tumor_progression
tcga-breast-BH.txt	OMIT	103	OMIT			disease_code
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	104	Er Disease Extent Prior Er Treatment			er_disease_extent_prior_er_treatment
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	105	Er Estimated Duration Response			er_estimated_duration_response
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	106	Er Response Type			er_response_type
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	107	Er Solid Tumor Response Documented Type			er_solid_tumor_response_documented_type
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	108	Er Solid Tumor Response Documented Type Other			er_solid_tumor_response_documented_type_other
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	109	Extranodal Involvement			extranodal_involvement
tcga-breast-BH.txt	OMIT	110	OMIT			field
tcga-breast-BH.txt	Manifestation of Disease+Clinical Manifestation of Disease	111	Histological Type			histological_type
tcga-breast-BH.txt	Cancer+History	112	History Of Radiation Metastatic Site			history_of_radiation_metastatic_site
tcga-breast-BH.txt	Cancer+History	113	History Of Radiation Primary Site			history_of_radiation_primary_site
tcga-breast-BH.txt	Cancer+History	114	History Prior Surgery Indicator			history_prior_surgery_indicator
tcga-breast-BH.txt	Cancer+History	115	History Prior Surgery Type			history_prior_surgery_type
tcga-breast-BH.txt	Cancer+History	116	History Prior Surgery Type Other			history_prior_surgery_type_other
tcga-breast-BH.txt	OMIT	117	OMIT			icd_10
tcga-breast-BH.txt	OMIT	118	OMIT			icd_o_3_histology
tcga-breast-BH.txt	OMIT	119	OMIT			icd_o_3_site
tcga-breast-BH.txt	OMIT	120	OMIT			informed_consent_verified
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	121	Metastatic Tumor Indicator			metastatic_tumor_indicator
tcga-breast-BH.txt	Manifestation of Disease+Molecular Manifestation of Disease+Receptor Status	122	Molecular Abnormality Results			molecular_abnormality_results
tcga-breast-BH.txt	Manifestation of Disease+Molecular Manifestation of Disease+Receptor Status	123	Molecular Abnormality Results Other			molecular_abnormality_results_other
tcga-breast-BH.txt	OMIT	124	OMIT			patient_id
tcga-breast-BH.txt	Outcome	125	Progression Status			patient_progression_status
tcga-breast-BH.txt	OMIT	126	OMIT			project_code
tcga-breast-BH.txt	Disease Phenotype+Tumor Phenotype	127	Site Of Primary Tumor Other			site_of_primary_tumor_other
tcga-breast-BH.txt	Manifestation of Disease+Clinical Manifestation of Disease+Breast Cancer Stage	128	Stage Other			stage_other
tcga-breast-BH.txt	Other Columns	129	OMIT			tissue_source_site
tcga-breast-BH.txt	Other Columns	130	OMIT			tumor_tissue_site
tcga-breast-BH.txt	Patient	131	AGE			AGE key label for patient table
